subject_name,stim_type,task_type,resp_category,resp_confidence,resp_correct,stim_orientation,stim_reliability,stim_category,stim_phase,block_number,stim_frequency,stim_reliability_level
8,bimodal,Task B ,1,4,1,3.455127434,3,1,196.5976331,5,2743.93274,3
8,bimodal,Task B ,1,4,1,-1.726745171,4,1,190.7234145,6,2777.394598,4
9,bimodal,Task B ,1,3,1,-2.451618408,3,1,342.8027379,1,2801.48792,3
9,bimodal,Task B ,2,1,0,1.803457686,3,1,258.4409508,2,2666.06447,3
9,bimodal,Task B ,1,1,1,-1.555288558,4,1,15.00172458,3,2635.32853,4
9,bimodal,Task B ,2,2,1,0.946410301,1,2,299.8392932,4,2929.758946,1
9,bimodal,Task B ,1,2,1,-2.869284269,2,1,154.0121321,5,2679.162451,2
9,bimodal,Task B ,1,1,0,0.779907327,2,2,102.2897468,6,2723.271502,2
10,bimodal,Task B ,1,1,1,0.323924862,1,1,88.35835044,1,2690.560607,1
10,bimodal,Task B ,1,2,1,3.034857329,4,1,103.2305111,2,2632.511543,4
10,bimodal,Task B ,2,1,1,8.787488214,3,2,26.95411233,3,2792.0283,3
10,bimodal,Task B ,1,2,1,0.599858431,2,1,75.69337509,4,2717.233287,2
10,bimodal,Task B ,1,1,0,0.513889994,2,2,242.9751317,5,1195.66389,2
10,bimodal,Task B ,1,1,1,-1.101250334,1,1,162.2016148,6,2910.132349,1
1,bimodal,Task B ,1,2,1,-1.337888814,3,1,139.4284828,1,2567.166375,3
1,bimodal,Task B ,1,3,1,0.645033235,1,1,76.34744705,2,2580.367104,1
1,bimodal,Task B ,2,2,1,11.83193045,3,2,2.716018519,3,2554.33369,3
1,bimodal,Task B ,1,2,1,-1.899956525,1,1,95.15195558,4,2879.373668,1
1,bimodal,Task B ,2,4,1,8.333494886,3,2,128.2298179,5,1846.869585,3
1,bimodal,Task B ,1,3,0,1.804554016,3,2,232.2005683,6,3220.7983,3
2,bimodal,Task B ,1,1,0,11.41828598,1,2,28.12144107,1,2867.093691,1
2,bimodal,Task B ,1,2,1,0.291927616,3,1,256.3711194,2,2823.847822,3
2,bimodal,Task B ,1,2,1,3.833588646,2,1,56.94204428,3,2795.432017,2
2,bimodal,Task B ,1,2,1,-2.651230181,3,1,18.42451529,4,2443.168089,3
2,bimodal,Task B ,1,1,1,7.600870577,3,1,232.4975849,5,2645.270525,3
2,bimodal,Task B ,1,3,0,13.64285829,1,2,29.0874314,6,2605.208163,1
3,bimodal,Task B ,2,4,1,-1.218137437,2,2,44.73687814,1,1869.499885,2
3,bimodal,Task B ,1,2,1,1.629753935,4,1,302.0548898,2,2604.728708,4
3,bimodal,Task B ,2,4,1,30.70257311,3,2,199.1849404,3,2351.717078,3
3,bimodal,Task B ,2,1,0,-2.168617663,3,1,359.7589733,4,2896.312509,3
3,bimodal,Task B ,2,2,1,-7.591579138,3,2,346.0830765,5,3095.061886,3
3,bimodal,Task B ,1,3,0,1.615158901,3,2,2.177980156,6,2885.060816,3
4,bimodal,Task B ,1,3,0,15.73565725,1,2,274.0877862,1,2399.539553,1
4,bimodal,Task B ,1,3,0,2.803458678,4,2,103.8686259,2,2545.963132,4
4,bimodal,Task B ,1,2,0,-4.421169383,2,2,232.3519857,3,2995.795848,2
4,bimodal,Task B ,2,1,1,4.43152269,1,2,159.6073746,4,2622.615659,1
4,bimodal,Task B ,2,3,1,-16.66837922,3,2,349.0764367,5,2316.825498,3
4,bimodal,Task B ,1,1,1,2.21250606,3,1,313.6498116,6,2554.606003,3
5,bimodal,Task B ,1,4,0,1.859358993,2,2,190.6949077,1,2640.241692,2
5,bimodal,Task B ,2,2,1,-8.001966016,4,2,277.7172064,2,2346.540512,4
5,bimodal,Task B ,1,4,1,3.948466556,3,1,193.3092864,3,2608.199833,3
5,bimodal,Task B ,1,2,1,-3.09130015,3,1,264.8229471,4,2788.845201,3
5,bimodal,Task B ,1,4,0,0.949021079,2,2,296.2898559,5,3759.568545,2
5,bimodal,Task B ,1,2,1,4.719045759,4,1,335.6209778,6,2586.338346,4
6,bimodal,Task B ,1,2,1,-0.339021117,1,1,68.66841456,1,2752.030251,1
6,bimodal,Task B ,2,2,0,1.658254943,1,1,246.75689,2,2726.197421,1
6,bimodal,Task B ,2,2,1,-11.99003304,2,2,86.61346592,3,3123.642588,2
6,bimodal,Task B ,1,2,0,-0.068443332,2,2,82.82419277,4,2441.641032,2
6,bimodal,Task B ,1,2,0,-1.889028499,4,2,83.80840018,5,2680.566593,4
6,bimodal,Task B ,1,1,0,0.210709213,4,2,45.33364482,6,2292.99171,4
7,bimodal,Task B ,1,4,1,-0.700804766,3,1,32.14030556,1,2682.626042,3
7,bimodal,Task B ,1,1,1,0.042024952,1,1,222.947107,2,2636.235821,1
7,bimodal,Task B ,1,4,1,3.407035053,4,1,145.9754267,3,2662.259037,4
7,bimodal,Task B ,1,1,0,-5.46446989,1,2,113.6578694,4,2169.634758,1
7,bimodal,Task B ,1,4,1,2.485857458,3,1,84.88936219,5,2725.896508,3
7,bimodal,Task B ,1,4,0,-2.671650452,4,2,132.9044377,6,3164.193745,4
8,bimodal,Task B ,2,4,1,14.11886324,4,2,136.8808419,1,2327.896826,4
8,bimodal,Task B ,1,4,0,6.437517075,2,2,313.0732581,2,2865.484214,2
8,bimodal,Task B ,1,4,0,-2.432636817,4,2,92.77288401,3,2802.946874,4
8,bimodal,Task B ,2,4,1,12.34034991,4,2,70.50723602,4,1841.494494,4
8,bimodal,Task B ,1,4,1,-2.249480151,2,1,161.5937613,5,2830.325751,2
8,bimodal,Task B ,1,4,1,-0.030602495,2,1,38.25739252,6,2633.761594,2
9,bimodal,Task B ,1,1,0,-14.85313905,1,2,168.5057246,1,3578.948561,1
9,bimodal,Task B ,2,4,1,-0.778416915,3,2,301.7580205,2,2626.51679,3
9,bimodal,Task B ,2,1,0,3.557808238,2,1,90.26975438,3,2606.694684,2
9,bimodal,Task B ,2,1,0,3.235833497,2,1,70.8479498,4,2604.351877,2
9,bimodal,Task B ,1,2,0,5.991370085,1,2,188.2334375,5,2818.159605,1
9,bimodal,Task B ,2,2,0,1.652789191,2,1,0.66233129,6,2574.776907,2
10,bimodal,Task B ,1,1,0,3.597683486,2,2,148.2353097,1,4051.597012,2
10,bimodal,Task B ,1,1,0,-13.0846389,2,2,28.62590848,2,2663.551049,2
10,bimodal,Task B ,1,2,0,6.928454044,1,2,250.9197742,3,2747.570596,1
10,bimodal,Task B ,1,1,1,-2.01543135,2,1,144.4993127,4,2832.403366,2
10,bimodal,Task B ,2,1,1,7.482986926,4,2,144.1430879,5,2134.403732,4
10,bimodal,Task B ,1,2,0,-7.493634401,4,2,318.1063724,6,2475.470513,4
1,bimodal,Task B ,1,3,1,-2.99332141,4,1,339.28591,1,2730.599562,4
1,bimodal,Task B ,1,3,1,-2.140000911,3,1,136.4199419,2,2512.391002,3
1,bimodal,Task B ,2,1,1,-6.390469851,1,2,270.2658507,3,2466.736136,1
1,bimodal,Task B ,2,4,1,17.71055195,2,2,239.6288436,4,1945.595104,2
1,bimodal,Task B ,2,4,1,-23.15125979,2,2,94.26934261,5,2426.463776,2
1,bimodal,Task B ,2,1,0,2.22382737,1,1,220.5041694,6,2848.853852,1
