"","subject_name","stim_type","task_type","resp_category","resp_confidence","resp_correct","stim_orientation","stim_reliability","stim_category","stim_phase","block_number","stim_frequency","stim_reliability_level","cat1_evidence","cat2_evidence","evi_cat2","evi_allcat","visual_mostevidence","r"
"20277",10,"bimodal","Task B ",1,1,1,0.282511730396665,4,1,350.0975637,3,0.0979934669010965,4,0.000288330302047064,2.58925736469741e-05,0.0824019371275373,0.917598062872463,1,4
"20278",10,"bimodal","Task B ",1,2,1,-0.468350030609969,4,1,149.07222,4,-0.285330461306453,4,0.000124154228546633,2.45643157965252e-05,0.165173186067803,0.834826813932197,1,3
"20279",10,"bimodal","Task B ",1,2,1,0.121942586296343,1,1,96.9067979,5,0.151206106835972,1,0.000359539335913339,2.6252231661335e-05,0.068047707279796,0.931952292720204,0,3
"20280",10,"bimodal","Task B ",1,2,1,0.310467992559675,3,1,146.9960076,6,-0.496000761236208,3,9.97441790966249e-05,2.42305096982859e-05,0.19544723147779,0.80455276852221,0,3
"20281",1,"bimodal","Task B ",2,1,0,0.227886002605861,2,1,290.9332004,1,-0.174927324774617,2,0.000297938617512246,2.59456766975612e-05,0.0801078569149574,0.919892143085043,1,5
"20282",1,"bimodal","Task B ",2,3,1,1.69578028720612,3,2,108.3870574,2,-1.75220870514004,3,6.12200744598949e-15,5.57330670120959e-06,0.999999998901548,0.999999998901548,1,7
"20283",1,"bimodal","Task B ",2,1,0,-0.0416371522716677,1,1,198.8468152,3,-0.237158323242656,1,0.000333809812913813,2.61306835759331e-05,0.0725972315723509,0.927402768427649,0,5
"20284",1,"bimodal","Task B ",1,3,0,-0.496439703816801,1,2,326.1099284,4,0.397909659415615,1,7.96781225481241e-05,2.38927297334664e-05,0.230689708611322,0.769310291388678,1,2
"20285",1,"bimodal","Task B ",1,3,1,-0.122541585819105,3,1,120.3843092,5,-0.201631160690837,3,0.000338549302470939,2.61537186494808e-05,0.0717123718063338,0.928287628193666,0,2
"20286",1,"bimodal","Task B ",1,3,0,-0.470494337011893,2,2,218.0001714,6,1.28328185914115,2,1.63279105169789e-07,1.62270748899842e-05,0.990038097699533,0.990038097699533,1,2
"20287",2,"bimodal","Task B ",1,2,1,0.732580122154082,4,1,131.013444,1,0.0856301582419131,4,4.27528895379998e-05,2.29809204447499e-05,0.349605788113921,0.650394211886079,1,3
"20288",2,"bimodal","Task B ",2,3,1,-1.27788153716212,1,2,155.4020688,2,-0.10477134242801,1,4.8944886754279e-07,1.73795603236317e-05,0.972609065096652,0.972609065096652,0,7
"20289",2,"bimodal","Task B ",1,2,0,0.259241947097345,4,2,185.4357537,3,0.324568896709899,4,0.00020252587598749,2.53271959101055e-05,0.111155823791081,0.88884417620892,0,3
"20290",2,"bimodal","Task B ",1,2,1,0.462895220196922,2,1,104.3836318,4,-0.210602281064498,2,0.000141738435251754,2.47685198597201e-05,0.148753665233611,0.851246334766389,1,3
"20291",2,"bimodal","Task B ",1,3,1,-0.00728098324692239,4,1,46.21821111,5,0.335719258176805,4,0.000262739907439523,2.57426027528467e-05,0.0892345353473273,0.910765464652673,0,2
