subject_name,stim_type,task_type,resp_category,resp_confidence,resp_correct,stim_orientation,stim_reliability,stim_category,stim_phase,block_number,stim_frequency,stim_reliability_level,cat1_evidence,cat2_evidence,evi_cat2,evi_allcat,visual_mostevidence,r
10,bimodal,Task B ,1,1,1,0.257593099,1,1,255.2909335,1,-0.746527783,1,3.05E-05,2.25E-05,0.424338071,0.575661929,0,4
10,bimodal,Task B ,1,1,0,0.397802774,1,2,283.3074438,2,0.013100148,1,0.000215662,2.54E-05,0.105466992,0.894533008,1,4
10,bimodal,Task B ,1,2,0,-0.353024619,1,2,143.076458,3,1.846243524,1,1.42E-10,1.04E-05,0.999986405,0.999986405,1,3
10,bimodal,Task B ,1,2,1,-0.450326085,3,1,233.3391978,4,0.399599886,3,9.48E-05,2.42E-05,0.203110195,0.796889805,1,3
10,bimodal,Task B ,1,2,1,-0.636140547,4,1,250.3028028,5,0.313825386,4,5.36E-05,2.33E-05,0.303129214,0.696870786,1,3
10,bimodal,Task B ,1,2,1,0.190599721,1,1,213.2845823,6,0.449431505,1,0.00015339,2.49E-05,0.139617133,0.860382867,0,3
1,bimodal,Task B ,1,3,1,-0.219067611,2,1,234.2485463,1,-0.393661193,2,0.000183448,2.52E-05,0.120655767,0.879344233,0,2
1,bimodal,Task B ,2,4,1,1.518867928,2,2,162.6284876,2,-3.474220235,2,2.11E-30,6.02E-07,1,1,1,8
1,bimodal,Task B ,2,2,1,-1.450309668,1,2,291.1255421,3,-1.079401128,1,5.42E-10,1.14E-05,0.9999523,0.9999523,0,6
1,bimodal,Task B ,1,3,1,0.022000909,4,1,233.8029931,4,0.082377776,4,0.000410732,2.65E-05,0.060547383,0.939452617,0,2
1,bimodal,Task B ,1,3,1,0.011874048,4,1,279.4540878,5,-0.363771789,4,0.000243441,2.56E-05,0.09522042,0.90477958,0,2
1,bimodal,Task B ,1,2,0,-0.241865705,1,2,317.1308147,6,0.62033051,1,6.59E-05,2.36E-05,0.26383548,0.73616452,0,3
2,bimodal,Task B ,1,1,0,-2.181384662,1,2,180.4281541,1,-0.428698281,1,5.71E-13,7.40E-06,0.999999923,0.999999923,0,4
2,bimodal,Task B ,1,1,1,-0.325147092,2,1,270.5836109,2,0.205962948,2,0.000231749,2.55E-05,0.099270747,0.900729253,1,4
2,bimodal,Task B ,1,2,1,-0.455652665,4,1,68.84903894,3,-0.082988618,4,0.000178034,2.51E-05,0.123667277,0.876332723,1,3
2,bimodal,Task B ,1,1,1,0.128913317,1,1,209.8968717,4,-0.334451545,1,0.000246408,2.56E-05,0.094246692,0.905753308,0,4
2,bimodal,Task B ,1,3,1,-0.131191616,3,1,95.41461995,5,-0.085917832,3,0.000385727,2.64E-05,0.063984863,0.936015137,1,2
2,bimodal,Task B ,2,3,1,-1.064996209,2,2,337.0580589,6,-1.770524793,2,7.35E-12,8.68E-06,0.999999154,0.999999154,1,7
3,bimodal,Task B ,2,2,1,0.49230879,2,2,9.844960537,1,1.084002861,2,1.05E-06,1.82E-05,0.945555408,0.945555408,1,6
3,bimodal,Task B ,2,4,1,0.295175177,1,2,280.4610749,2,-1.629887131,1,4.00E-09,1.29E-05,0.999689164,0.999689164,1,8
3,bimodal,Task B ,2,2,1,1.111109319,3,2,259.1984797,3,1.871669,3,8.85E-13,7.61E-06,0.999999884,0.999999884,1,6
3,bimodal,Task B ,2,4,1,2.625266759,4,2,175.7730323,4,1.213693594,4,2.75E-19,2.98E-06,1,1,0,8
3,bimodal,Task B ,1,3,1,0.116660738,2,1,69.69167433,5,-0.078302893,2,0.000388971,2.64E-05,0.063516318,0.936483682,1,2
3,bimodal,Task B ,1,3,1,0.403705464,3,1,334.369842,6,-0.236823317,3,0.000167427,2.50E-05,0.130044381,0.869955619,1,2
4,bimodal,Task B ,1,3,1,-0.28011997,2,1,196.1889404,1,0.575943044,2,7.60E-05,2.38E-05,0.238539079,0.761460921,0,2
4,bimodal,Task B ,1,2,1,0.015457701,3,1,23.14106346,2,-0.372391188,3,0.000236893,2.56E-05,0.097445564,0.902554436,0,3
4,bimodal,Task B ,1,3,0,-1.623598962,3,2,103.9243482,3,0.064246343,3,7.94E-09,1.34E-05,0.999409429,0.999409429,0,2
4,bimodal,Task B ,2,1,1,0.49665737,1,2,215.3702222,4,1.867678327,1,5.87E-11,9.88E-06,0.999994061,0.999994061,1,5
4,bimodal,Task B ,1,1,0,0.488224684,1,2,282.1801189,5,-0.303603909,1,0.000104785,2.43E-05,0.18828075,0.81171925,1,4
4,bimodal,Task B ,1,1,1,-0.225947226,1,1,58.67350486,6,0.470895322,1,0.00013537,2.47E-05,0.154294336,0.845705664,0,4
5,bimodal,Task B ,1,3,0,-0.539645066,3,2,67.61085284,1,-0.246382991,3,0.000100836,2.42E-05,0.193847867,0.806152133,1,2
5,bimodal,Task B ,2,4,1,-1.364583865,4,2,112.9896309,2,-1.648787003,4,2.10E-12,8.03E-06,0.999999738,0.999999738,1,8
5,bimodal,Task B ,2,4,1,-1.063583062,4,2,215.0809363,3,-3.161183552,4,2.02E-24,1.42E-06,1,1,1,8
5,bimodal,Task B ,1,2,1,0.109884487,2,1,312.7472959,4,0.189448468,2,0.000344324,2.62E-05,0.070663948,0.929336052,0,3
5,bimodal,Task B ,1,4,1,-0.150910073,3,1,85.46521723,5,0.482712172,3,0.000144628,2.48E-05,0.14637394,0.85362606,0,1
5,bimodal,Task B ,1,4,0,0.325440622,2,2,269.9182948,6,-0.444817526,2,0.000117339,2.45E-05,0.172601959,0.827398041,0,1
6,bimodal,Task B ,1,3,0,-0.243825663,4,2,119.0774361,1,-0.87241576,4,1.36E-05,2.14E-05,0.610886675,0.610886675,1,2
6,bimodal,Task B ,2,2,1,3.005466784,2,2,93.09366771,2,-0.044185756,2,1.88E-20,2.52E-06,1,1,0,6
6,bimodal,Task B ,1,2,1,0.642899892,2,1,71.84469793,3,-0.265762511,2,5.51E-05,2.33E-05,0.297728792,0.702271208,1,3
6,bimodal,Task B ,1,2,1,-0.41719573,2,1,4.693689449,4,0.072543352,2,0.000205336,2.53E-05,0.109886014,0.890113986,1,3
6,bimodal,Task B ,1,2,0,-1.877945409,3,2,274.3586969,5,0.119927017,3,1.90E-10,1.06E-05,0.999982098,0.999982098,0,3
6,bimodal,Task B ,2,2,0,-0.178183458,3,1,223.1499105,6,-0.137190847,3,0.000346985,2.62E-05,0.070191544,0.929808456,1,6
7,bimodal,Task B ,1,1,0,-0.918504398,1,2,70.26298467,1,-0.487504341,1,4.92E-06,2.01E-05,0.803163858,0.803163858,0,4
7,bimodal,Task B ,1,1,0,-0.231726066,4,2,102.3037842,2,-0.585224762,4,8.14E-05,2.39E-05,0.227146947,0.772853053,0,4
7,bimodal,Task B ,1,1,1,-0.019163513,1,1,197.5617949,3,-0.15094398,1,0.000385854,2.64E-05,0.063966436,0.936033564,0,4
7,bimodal,Task B ,2,1,0,0.312423942,4,1,3.941233974,4,0.622901467,4,5.38E-05,2.33E-05,0.30226813,0.69773187,0,5
7,bimodal,Task B ,1,1,0,-0.847879543,3,2,340.081736,5,0.83000442,3,1.21E-06,1.84E-05,0.938388429,0.938388429,0,4
7,bimodal,Task B ,1,4,0,-2.477380133,4,2,226.6460676,6,-0.552258482,4,1.13E-15,5.02E-06,1,1,0,1
8,bimodal,Task B ,1,4,1,0.086976624,4,1,118.4350325,1,-0.089455598,4,0.000396327,2.64E-05,0.062479459,0.937520541,1,1
8,bimodal,Task B ,2,4,1,2.552619376,2,2,59.70415762,2,0.540143449,2,1.94E-16,4.49E-06,1,1,0,8
8,bimodal,Task B ,2,4,0,0.144291925,3,1,223.509186,3,0.177030639,3,0.000337979,2.62E-05,0.071817629,0.928182371,0,8
8,bimodal,Task B ,1,4,1,-0.184247303,4,1,242.9027222,4,0.219002656,4,0.000302914,2.60E-05,0.078971164,0.921028836,0,1
8,bimodal,Task B ,1,4,1,0.054563063,2,1,78.04169419,5,0.41706526,2,0.000199673,2.53E-05,0.112476807,0.887523193,0,1
8,bimodal,Task B ,1,4,1,-0.329523018,1,1,150.165542,6,0.008978261,1,0.000274486,2.58E-05,0.085957733,0.914042267,1,1
9,bimodal,Task B ,2,4,0,-0.336429418,4,1,291.152957,1,0.09942728,4,0.000258199,2.57E-05,0.090571812,0.909428188,1,8
9,bimodal,Task B ,1,4,1,0.206404669,4,1,108.6125725,2,-0.491038323,4,0.000127934,2.46E-05,0.161332816,0.838667184,0,1
9,bimodal,Task B ,1,1,0,0.526406715,2,2,134.2347283,3,0.894933453,2,4.41E-06,1.99E-05,0.818858302,0.818858302,1,4
9,bimodal,Task B ,1,2,0,-0.803214678,3,2,272.5123283,4,-0.441205564,3,1.34E-05,2.14E-05,0.615134004,0.615134004,0,3
9,bimodal,Task B ,2,3,1,-2.348605238,3,2,237.4443088,5,1.170121996,3,1.63E-16,4.44E-06,1,1,0,7
9,bimodal,Task B ,1,2,0,-0.462801628,4,2,258.1968683,6,-0.546782143,4,5.08E-05,2.32E-05,0.313919751,0.686080249,0,3
10,bimodal,Task B ,1,1,1,-0.809863365,2,1,180.495966,1,0.061756523,2,2.85E-05,2.24E-05,0.440382786,0.559617214,1,4
10,bimodal,Task B ,1,2,1,-0.074353856,3,1,114.8824418,2,0.162348894,3,0.000371691,2.63E-05,0.066097837,0.933902163,0,3
10,bimodal,Task B ,2,1,0,0.21184131,4,1,122.7302615,3,0.421552797,4,0.000163906,2.50E-05,0.132315658,0.867684342,0,5
10,bimodal,Task B ,1,1,0,0.422652786,2,2,135.4201634,4,-1.052832024,2,1.86E-06,1.89E-05,0.910308038,0.910308038,1,4
10,bimodal,Task B ,2,3,1,-2.074677097,4,2,132.1971331,5,0.814119997,4,4.89E-13,7.33E-06,0.999999933,0.999999933,0,7
10,bimodal,Task B ,1,2,0,-0.693312321,3,2,204.1696473,6,-0.029506618,3,5.94E-05,2.35E-05,0.283123638,0.716876362,1,3
1,bimodal,Task B ,2,4,1,0.798547127,4,2,314.8142049,1,-2.132522475,4,1.36E-13,6.77E-06,0.99999998,0.99999998,1,8
1,bimodal,Task B ,2,1,1,1.180079895,1,2,234.5699423,2,3.088092521,1,3.93E-24,1.48E-06,1,1,1,5
1,bimodal,Task B ,1,3,1,-0.411839446,3,1,267.067358,3,-0.274577347,3,0.000156127,2.49E-05,0.137637431,0.862362569,1,2
1,bimodal,Task B ,1,3,1,0.334052197,3,1,315.2184468,4,0.02697399,3,0.000261901,2.57E-05,0.089478557,0.910521443,1,2
1,bimodal,Task B ,2,1,0,-0.426425533,1,1,279.23007,5,-0.075084382,1,0.000198903,2.53E-05,0.11283856,0.88716144,1,5
1,bimodal,Task B ,2,2,0,-0.120384874,1,1,304.4235956,6,-0.502613567,1,0.00013912,2.47E-05,0.150980794,0.849019206,0,6
2,bimodal,Task B ,1,1,0,0.352066784,3,2,63.54901588,1,-2.773013931,3,2.06E-18,3.38E-06,1,1,1,4
2,bimodal,Task B ,2,2,1,0.357834278,2,2,313.6193566,2,0.87361341,2,9.68E-06,2.09E-05,0.683830779,0.683830779,1,6
2,bimodal,Task B ,1,2,1,-0.400637196,3,1,91.18007727,3,0.480699695,3,8.33E-05,2.40E-05,0.223398306,0.776601694,0,3
2,bimodal,Task B ,1,2,0,0.287773942,4,2,169.5737041,4,0.951770898,4,6.41E-06,2.04E-05,0.760907102,0.760907102,1,3
2,bimodal,Task B ,1,2,1,0.059864845,2,1,109.203287,5,0.020198413,2,0.000416086,2.65E-05,0.05986052,0.94013948,1,3
2,bimodal,Task B ,1,4,1,0.307653751,2,1,159.4157316,6,-0.055054505,2,0.000278872,2.58E-05,0.08479732,0.91520268,1,1
3,bimodal,Task B ,2,4,1,0.741469224,4,2,262.4211121,1,-0.754946684,4,3.80E-06,1.98E-05,0.83866694,0.83866694,1,8
3,bimodal,Task B ,2,4,1,0.132759371,3,2,341.7035015,2,-1.979842656,3,2.61E-11,9.40E-06,0.999997222,0.999997222,1,8
3,bimodal,Task B ,1,3,1,0.370553603,3,1,167.3526963,3,0.089573312,3,0.00022768,2.55E-05,0.100765692,0.899234308,1,2
3,bimodal,Task B ,1,1,0,-1.783776844,1,2,173.1788196,4,-0.0085982,1,8.44E-10,1.17E-05,0.999927692,0.999927692,0,4
3,bimodal,Task B ,2,3,1,-0.152727604,4,2,72.67257447,5,3.08091052,4,1.49E-21,2.15E-06,1,1,1,7
3,bimodal,Task B ,1,2,1,0.14363153,4,1,347.4783787,6,-0.125655281,4,0.00036243,2.63E-05,0.067573079,0.932426921,1,3
4,bimodal,Task B ,1,3,1,-0.369866089,1,1,340.7681017,1,-0.339997459,1,0.000150796,2.49E-05,0.141549311,0.858450689,1,2
4,bimodal,Task B ,1,2,0,-0.195160156,3,2,232.4656441,2,-2.372208844,3,1.81E-14,5.96E-06,0.999999997,0.999999997,1,3
4,bimodal,Task B ,1,1,1,0.599102175,4,1,289.5248963,3,-0.194943105,4,7.93E-05,2.39E-05,0.231436288,0.768563712,1,4
4,bimodal,Task B ,1,2,1,0.091613642,2,1,68.98900455,4,0.180835146,2,0.000354709,2.62E-05,0.068856287,0.931143713,0,3
4,bimodal,Task B ,1,2,0,0.27417405,2,2,317.5780428,5,-0.129201254,2,0.000286113,2.59E-05,0.082950947,0.917049053,1,3
4,bimodal,Task B ,1,1,1,0.123603988,3,1,295.0092476,6,0.110057642,3,0.000375738,2.63E-05,0.065473959,0.934526041,1,4
5,bimodal,Task B ,1,1,1,0.046292655,1,1,240.9712464,1,-0.021495184,1,0.000418952,2.65E-05,0.059499338,0.940500662,1,4
5,bimodal,Task B ,1,3,0,-0.779822543,3,2,301.5499487,2,-0.999755606,3,5.24E-07,1.75E-05,0.970833955,0.970833955,1,2
5,bimodal,Task B ,1,3,1,-0.230731771,4,1,69.93686241,3,0.262895274,4,0.000256154,2.57E-05,0.091187598,0.908812402,0,2
5,bimodal,Task B ,2,4,1,1.690565064,4,2,297.4138309,4,-2.037302314,4,6.91E-17,4.21E-06,1,1,1,8
5,bimodal,Task B ,1,4,1,0.374370699,2,1,225.6784467,5,-0.275737872,2,0.000169517,2.50E-05,0.128734399,0.871265601,1,1
5,bimodal,Task B ,2,2,1,-0.658476102,4,2,196.4788165,6,-0.356128576,4,4.25E-05,2.30E-05,0.350752192,0.649247808,1,6
6,bimodal,Task B ,1,1,0,2.54880985,1,2,259.5821242,1,-2.009997622,1,2.91E-23,1.68E-06,1,1,0,4
6,bimodal,Task B ,2,2,1,-1.5701606,1,2,189.9390174,2,0.311728983,1,1.08E-08,1.37E-05,0.99920998,0.99920998,0,6
6,bimodal,Task B ,2,2,0,0.214439079,4,1,141.7002894,3,-0.086596845,4,0.000336551,2.61E-05,0.072082652,0.927917348,1,6
6,bimodal,Task B ,2,2,1,-2.129138315,4,2,142.7524616,4,0.300364058,4,2.14E-12,8.04E-06,0.999999734,0.999999734,0,6
6,bimodal,Task B ,1,2,1,-0.149804937,3,1,316.0946623,5,-0.490138254,3,0.000142006,2.48E-05,0.148529901,0.851470099,0,3
6,bimodal,Task B ,2,2,1,2.517067071,1,2,337.2176042,6,2.546888218,1,1.76E-27,9.17E-07,1,1,1,6
7,bimodal,Task B ,1,1,1,0.051759068,2,1,241.95587,1,0.103301993,2,0.000399726,2.64E-05,0.062012162,0.937987838,0,4
7,bimodal,Task B ,1,4,0,-0.347057288,4,2,58.18810923,2,-2.208675867,4,3.06E-13,7.12E-06,0.999999957,0.999999957,1,1
7,bimodal,Task B ,1,4,0,-1.120146362,3,2,281.1672525,3,0.202230758,3,2.05E-06,1.90E-05,0.90255784,0.90255784,0,1
7,bimodal,Task B ,1,1,1,0.307373227,1,1,232.893449,4,0.261572352,1,0.000211012,2.54E-05,0.107410217,0.892589783,1,4
7,bimodal,Task B ,1,4,0,-1.002579567,3,2,89.1346644,5,0.959162785,3,1.39E-07,1.61E-05,0.991394046,0.991394046,0,1
7,bimodal,Task B ,1,4,1,0.097542657,2,1,341.8151122,6,1.05875261,2,3.53E-06,1.97E-05,0.847636366,0.847636366,1,1
8,bimodal,Task B ,2,4,1,1.659372389,3,2,342.0491128,1,-1.954324259,3,4.32E-16,4.72E-06,1,1,1,8
8,bimodal,Task B ,2,4,1,1.854824104,1,2,128.9834494,2,-0.539202725,1,7.16E-11,1.00E-05,0.999992845,0.999992845,0,8
8,bimodal,Task B ,2,4,0,0.251483122,1,1,69.29383667,3,-0.216019369,1,0.000265454,2.58E-05,0.088454568,0.911545432,1,8
8,bimodal,Task B ,1,1,1,0.102061011,3,1,197.1288586,4,0.041195719,3,0.000401352,2.64E-05,0.061791162,0.938208838,1,4
8,bimodal,Task B ,1,4,1,0.152759468,2,1,155.2557372,5,0.090225137,2,0.00036909,2.63E-05,0.06650553,0.93349447,1,1
8,bimodal,Task B ,1,4,0,-0.37652924,1,2,165.1135384,6,-2.044573238,1,5.32E-12,8.51E-06,0.999999374,0.999999374,1,1
9,bimodal,Task B ,1,2,1,0.060880328,1,1,68.00784284,1,0.058614598,1,0.000410396,2.65E-05,0.06059104,0.93940896,1,3
9,bimodal,Task B ,1,2,0,-1.214986939,1,2,123.5616629,2,-0.662735206,1,1.54E-07,1.62E-05,0.990539634,0.990539634,0,3
9,bimodal,Task B ,1,2,1,0.704965516,2,1,76.14842754,3,-0.001780332,2,5.21E-05,2.33E-05,0.30864625,0.69135375,1,3
9,bimodal,Task B ,1,3,0,-0.246195079,2,2,108.8951421,4,3.040445661,2,3.64E-21,2.28E-06,1,1,1,2
9,bimodal,Task B ,2,3,1,2.13307584,4,2,56.48412238,5,-0.574672181,4,5.97E-13,7.42E-06,0.99999992,0.99999992,0,7
9,bimodal,Task B ,1,1,0,0.306971244,1,2,245.3756312,6,-0.885659961,1,1.04E-05,2.10E-05,0.668846343,0.668846343,1,4
10,bimodal,Task B ,1,1,1,0.185616201,2,1,50.85639752,1,0.319169289,2,0.000236299,2.56E-05,0.097652893,0.902347107,0,4
10,bimodal,Task B ,1,1,0,0.078111094,3,2,256.5828145,2,0.372355272,3,0.000228624,2.55E-05,0.100414764,0.899585236,0,4
10,bimodal,Task B ,1,1,1,-0.19677136,3,1,303.1971395,3,-0.576370767,3,9.03E-05,2.41E-05,0.210510743,0.789489257,0,4
10,bimodal,Task B ,1,2,1,-0.125778106,3,1,206.6114878,4,0.208634565,3,0.000331879,2.61E-05,0.072964189,0.927035811,0,3
10,bimodal,Task B ,2,2,1,-2.63050222,2,2,186.4185363,5,1.521356569,2,8.98E-21,2.41E-06,1,1,0,6
10,bimodal,Task B ,1,2,0,-0.331264445,1,2,130.0090821,6,1.061952935,1,2.31E-06,1.92E-05,0.892267462,0.892267462,1,3
1,bimodal,Task B ,2,1,1,-1.386569262,2,2,17.95495661,1,0.508078989,2,5.17E-08,1.51E-05,0.996587272,0.996587272,0,5
1,bimodal,Task B ,1,3,0,0.995553853,3,2,229.375519,2,1.282270274,3,6.30E-09,1.32E-05,0.999524413,0.999524413,1,2
1,bimodal,Task B ,2,4,1,-2.215107515,3,2,208.153316,3,-0.57060462,3,1.70E-13,6.86E-06,0.999999975,0.999999975,0,8
1,bimodal,Task B ,2,2,0,0.637298698,2,1,45.55051023,4,0.196220986,2,6.47E-05,2.36E-05,0.267253934,0.732746066,1,6
1,bimodal,Task B ,1,3,0,1.26800204,2,2,235.7188796,5,0.792412677,2,3.52E-08,1.47E-05,0.99761502,0.99761502,0,2
1,bimodal,Task B ,2,1,0,0.857897994,1,1,238.7297526,6,-0.028710519,1,1.91E-05,2.19E-05,0.533385289,0.533385289,0,5
2,bimodal,Task B ,1,2,1,0.182543114,2,1,338.7040487,1,0.343604441,2,0.000221696,2.55E-05,0.103051112,0.896948888,0,3
2,bimodal,Task B ,1,3,1,0.259841997,1,1,326.6414814,2,-0.043746887,1,0.000314278,2.60E-05,0.076496059,0.923503941,1,2
2,bimodal,Task B ,2,2,0,0.011479141,1,1,232.1128157,3,-0.551674518,1,0.000118026,2.45E-05,0.171821093,0.828178907,0,6
2,bimodal,Task B ,2,4,1,2.373779475,2,2,96.88783513,4,-1.154012467,2,9.58E-17,4.30E-06,1,1,0,8
2,bimodal,Task B ,2,1,0,0.136752055,3,1,304.4456272,5,-0.470945423,3,0.000153767,2.49E-05,0.139341024,0.860658976,0,5
2,bimodal,Task B ,1,4,1,-0.405408662,1,1,141.2338736,6,-0.289091766,1,0.000154132,2.49E-05,0.139074318,0.860925682,1,1
3,bimodal,Task B ,2,3,0,0.120264462,3,1,11.44274357,1,-0.20073159,3,0.000335945,2.61E-05,0.072195749,0.927804251,0,7
3,bimodal,Task B ,2,4,1,1.663194829,4,2,251.6304015,2,-1.366860849,4,1.54E-12,7.87E-06,0.999999805,0.999999805,0,8
3,bimodal,Task B ,1,4,1,-0.233789231,3,1,254.0218011,3,-0.129122227,3,0.000319189,2.61E-05,0.07547553,0.92452447,1,1
3,bimodal,Task B ,1,4,1,0.312228713,4,1,50.67460623,4,-0.192670219,4,0.000238983,2.56E-05,0.096723967,0.903276033,1,1
3,bimodal,Task B ,1,3,1,0.321531581,2,1,325.7026945,5,-0.092184472,2,0.000262743,2.57E-05,0.089233766,0.910766234,1,2
3,bimodal,Task B ,1,2,0,-0.429514915,1,2,118.3841689,6,-1.979544376,1,1.35E-11,9.02E-06,0.999998505,0.999998505,1,3
4,bimodal,Task B ,2,4,1,0.928035428,3,2,123.9388223,1,1.322046649,3,7.00E-09,1.33E-05,0.999475358,0.999475358,1,8
4,bimodal,Task B ,2,2,1,1.236447418,2,2,262.6571299,2,-0.338236123,2,4.34E-07,1.72E-05,0.975471155,0.975471155,0,6
4,bimodal,Task B ,1,2,1,-0.001817822,3,1,172.7709022,3,0.369121879,3,0.000237782,2.56E-05,0.097137352,0.902862648,0,3
4,bimodal,Task B ,1,2,1,-0.163780502,2,1,156.0414579,4,-0.024026248,2,0.000381761,2.64E-05,0.064567569,0.935432431,1,3
4,bimodal,Task B ,1,2,0,0.348637862,4,2,289.974541,5,0.580872333,4,6.02E-05,2.35E-05,0.28041993,0.71958007,0,3
4,bimodal,Task B ,1,1,1,-0.614034695,2,1,218.6808768,6,0.324468468,2,5.83E-05,2.34E-05,0.286582387,0.713417613,1,4
5,bimodal,Task B ,1,3,0,0.826294007,3,2,191.9518099,1,-0.007660548,3,2.40E-05,2.22E-05,0.480590493,0.519409507,1,2
5,bimodal,Task B ,1,4,1,0.048272713,3,1,9.606479314,2,0.509144476,3,0.000139578,2.47E-05,0.150586419,0.849413581,0,1
5,bimodal,Task B ,2,4,1,1.577188607,2,2,166.9857434,3,-0.053132055,2,1.27E-08,1.38E-05,0.999081386,0.999081386,0,8
5,bimodal,Task B ,2,2,0,-0.102426959,3,1,356.5352177,4,-0.193396988,3,0.000349374,2.62E-05,0.069772832,0.930227168,0,6
5,bimodal,Task B ,1,4,1,0.512730391,4,1,27.79552701,5,0.200391265,4,0.000117079,2.45E-05,0.172898362,0.827101638,1,1
5,bimodal,Task B ,1,4,1,-0.039283409,1,1,122.3483636,6,-0.438148102,1,0.000188772,2.52E-05,0.117838768,0.882161232,0,1
6,bimodal,Task B ,2,2,0,0.296082392,1,1,300.2862615,1,0.227449741,1,0.000233123,2.56E-05,0.098776564,0.901223436,1,6
6,bimodal,Task B ,1,2,0,1.527654493,2,2,179.4206237,2,-1.017303402,2,3.13E-10,1.10E-05,0.999971488,0.999971488,0,3
6,bimodal,Task B ,2,2,0,-0.671289616,4,1,182.0977479,3,-0.208136076,4,5.63E-05,2.34E-05,0.293405328,0.706594672,1,6
6,bimodal,Task B ,1,1,0,-0.371606309,3,2,125.9648803,4,-1.929526114,3,3.72E-11,9.61E-06,0.99999613,0.99999613,1,4
6,bimodal,Task B ,2,2,1,1.471283662,2,2,264.9450668,5,-1.155354298,2,1.79E-10,1.06E-05,0.999983133,0.999983133,0,6
6,bimodal,Task B ,2,1,0,0.065110284,4,1,5.490360691,6,0.828905384,4,2.27E-05,2.21E-05,0.493688477,0.506311523,0,5
7,bimodal,Task B ,1,1,1,-0.442414718,4,1,330.3520246,1,0.483848754,4,7.12E-05,2.37E-05,0.249988575,0.750011425,0,4
7,bimodal,Task B ,1,2,0,-0.815700028,2,2,17.99773441,2,0.482915277,2,1.03E-05,2.10E-05,0.670245805,0.670245805,0,3
7,bimodal,Task B ,1,4,0,0.989294215,1,2,228.7418049,3,-0.30228314,1,4.75E-06,2.00E-05,0.808439769,0.808439769,0,1
7,bimodal,Task B ,1,4,1,0.494646311,4,1,187.959812,4,0.220898614,4,0.000121833,2.45E-05,0.167626968,0.832373032,1,1
7,bimodal,Task B ,1,4,0,0.194878938,4,2,291.3695922,5,-1.060319122,4,3.16E-06,1.95E-05,0.860835424,0.860835424,1,1
7,bimodal,Task B ,1,1,0,-2.386259876,1,2,129.821467,6,-1.995620655,1,1.31E-21,2.13E-06,1,1,0,4
8,bimodal,Task B ,1,4,0,0.423318424,4,2,98.18318205,1,-0.716616779,4,2.28E-05,2.21E-05,0.492196676,0.507803324,0,1
8,bimodal,Task B ,1,4,1,-0.351510855,4,1,290.4190385,2,0.358666296,4,0.00014948,2.49E-05,0.142550331,0.857449669,0,1
8,bimodal,Task B ,1,4,1,-0.144478179,3,1,224.2222839,3,0.129215539,3,0.00036461,2.63E-05,0.067219833,0.932780167,1,1
8,bimodal,Task B ,1,4,1,0.12752117,3,1,220.9830409,4,0.394095981,3,0.000203763,2.53E-05,0.110592781,0.889407219,0,1
8,bimodal,Task B ,2,4,1,1.416059112,3,2,249.4323216,5,1.4271798,3,1.74E-11,9.16E-06,0.999998097,0.999998097,1,8
8,bimodal,Task B ,2,4,1,2.660863248,1,2,95.23062839,6,-0.416042408,1,3.09E-17,4.00E-06,1,1,0,8
9,bimodal,Task B ,1,1,1,0.417627368,3,1,218.3289375,1,-0.145489862,3,0.00018471,2.52E-05,0.119975267,0.880024733,1,4
9,bimodal,Task B ,1,2,1,-0.035486962,4,1,132.0310844,2,-0.111609353,4,0.000401692,2.64E-05,0.06174519,0.93825481,0,3
9,bimodal,Task B ,1,1,1,0.177613803,3,1,178.1770611,3,0.599531075,3,8.04E-05,2.39E-05,0.229171931,0.770828069,0,4
9,bimodal,Task B ,2,3,1,-1.890480484,1,2,49.34494369,4,1.053325026,1,1.52E-12,7.87E-06,0.999999806,0.999999806,0,7
9,bimodal,Task B ,1,2,0,0.509623858,3,2,302.7676348,5,0.95021958,3,3.08E-06,1.95E-05,0.863478302,0.863478302,1,3
9,bimodal,Task B ,1,1,0,-0.245185664,3,2,28.34287104,6,1.620157141,3,5.06E-09,1.31E-05,0.999612587,0.999612587,1,4
10,bimodal,Task B ,1,1,0,-0.781790835,2,2,78.94094862,1,-0.227104186,2,2.81E-05,2.24E-05,0.443664663,0.556335337,1,4
10,bimodal,Task B ,1,2,1,0.289258926,4,1,279.8811137,2,0.315775556,4,0.000193436,2.53E-05,0.115481187,0.884518813,0,3
10,bimodal,Task B ,1,2,0,0.673132859,4,2,282.1087069,3,0.457667806,4,2.57E-05,2.23E-05,0.463836065,0.536163935,1,3
10,bimodal,Task B ,1,2,1,0.455800698,2,1,53.47553555,4,-0.049822297,2,0.000173528,2.51E-05,0.126295668,0.873704332,1,3
10,bimodal,Task B ,1,2,1,-0.143884724,4,1,15.93407786,5,-0.092617771,4,0.000378517,2.63E-05,0.065052548,0.934947452,1,3
10,bimodal,Task B ,2,2,1,1.306091485,4,2,258.0746306,6,-0.024306233,4,3.34E-07,1.70E-05,0.980703604,0.980703604,0,6
1,bimodal,Task B ,1,3,1,-0.321754703,2,1,95.17345952,1,-0.041552382,2,0.000278427,2.58E-05,0.084913503,0.915086497,1,2
1,bimodal,Task B ,1,2,0,0.496036129,1,2,146.8888715,2,-0.694075122,1,1.97E-05,2.19E-05,0.526639194,0.526639194,1,3
