subject_name,stim_type,task_type,resp_category,resp_confidence,resp_correct,stim_orientation,stim_reliability,stim_category,stim_phase,block_number,stim_frequency,stim_reliability_level,r
5,grate,Task B ,2,4,1,1.291170471,0.135,2,82.18678846,0,0,4,8
5,grate,Task B ,1,4,1,-0.084014975,0.05,1,257.5676476,0,0,2,1
5,grate,Task B ,1,4,1,0.135221101,0.067,1,89.27888072,0,0,3,1
5,grate,Task B ,1,4,1,0.004433566,0.135,1,88.45730917,0,0,4,1
5,grate,Task B ,2,4,1,-0.75673789,0.067,2,15.1822852,0,0,3,8
6,grate,Task B ,1,2,1,-0.291006775,0.135,1,112.1118633,0,0,4,3
6,grate,Task B ,1,2,0,0.513311334,0.033,2,139.548285,0,0,1,3
6,grate,Task B ,2,3,1,-2.00994453,0.135,2,252.2196303,0,0,4,7
6,grate,Task B ,2,3,0,0.44627893,0.067,1,265.4678583,0,0,3,7
6,grate,Task B ,1,3,1,-0.075258254,0.135,1,107.4164697,0,0,4,2
6,grate,Task B ,1,3,1,0.115263985,0.135,1,177.6966306,0,0,4,2
7,grate,Task B ,2,4,0,0.048842464,0.135,1,143.9388589,0,0,4,8
7,grate,Task B ,2,4,1,2.236414196,0.135,2,242.1253204,0,0,4,8
7,grate,Task B ,1,4,1,0.398857482,0.033,1,222.201002,0,0,1,1
7,grate,Task B ,1,4,1,-0.309770752,0.067,1,144.7890729,0,0,3,1
7,grate,Task B ,1,4,1,0.323102631,0.033,1,305.511372,0,0,1,1
7,grate,Task B ,2,4,1,2.256789586,0.05,2,149.7504114,0,0,2,8
8,grate,Task B ,1,2,1,0.530546077,0.05,1,55.76279237,0,0,2,3
8,grate,Task B ,2,3,1,-0.633789396,0.135,2,223.9935014,0,0,4,7
8,grate,Task B ,1,4,1,0.285597686,0.135,1,210.6305497,0,0,4,1
8,grate,Task B ,1,1,0,1.611470093,0.05,2,212.7396981,0,0,2,4
8,grate,Task B ,2,3,0,0.003554726,0.067,1,84.06822938,0,0,3,7
8,grate,Task B ,2,3,1,2.036448695,0.067,2,269.8820088,0,0,3,7
9,grate,Task B ,2,4,0,0.606932248,0.135,1,336.6681424,0,0,4,8
