subject_name,stim_type,task_type,resp_category,resp_confidence,resp_correct,stim_orientation,stim_reliability,stim_category,stim_phase,block_number,stim_frequency,stim_reliability_level,r
7,bimodal,Task B ,1,4,1,0.388371271,4,1,145.9754267,3,-0.105235829,4,1
7,bimodal,Task B ,1,1,0,-0.637796028,1,2,113.6578694,4,-1.461572269,1,4
7,bimodal,Task B ,1,4,1,0.281818625,3,1,84.88936219,5,0.069976446,3,1
7,bimodal,Task B ,1,4,0,-0.314750502,4,2,132.9044377,6,1.276734898,4,1
8,bimodal,Task B ,2,4,1,1.627408827,4,2,136.8808419,1,-1.025831242,4,8
8,bimodal,Task B ,1,4,0,0.738907236,2,2,313.0732581,2,0.454301578,2,1
8,bimodal,Task B ,1,4,0,-0.287103786,4,2,92.77288401,3,0.282118282,4,1
8,bimodal,Task B ,2,4,1,1.421688125,4,2,70.50723602,4,-2.365036867,4,8
8,bimodal,Task B ,1,4,1,-0.265918048,2,1,161.5937613,5,0.357500209,2,1
8,bimodal,Task B ,1,4,1,-0.009260389,2,1,38.25739252,6,-0.183697493,2,1
9,bimodal,Task B ,1,1,0,-1.723783731,1,2,168.5057246,1,2.418674292,1,4
